building_id,district_id,ward_id,count_floors_pre_eq,count_floors_post_eq,floors_diff,mun_id,grade
23b2a044ef46,39,392501,3,0,3,3925,5
391dd6c4107,39,392502,3,0,3,3925,5
23b2ac30670f,39,392503,3,0,3,3925,5
39255d30331,39,392704,3,0,3,3927,5
392566b96f4,39,392705,3,0,3,3927,5
23b76c1fab3e,39,392707,3,0,3,3927,5
392cb3ed282,39,392901,3,0,3,3929,5
392cbd76db7,39,392902,3,0,3,3929,5
392cd08959c,39,392904,3,0,3,3929,5
23bc0255f366,39,392904,3,0,3,3929,5
392cda12e7a,39,392905,3,0,3,3929,5
393bd3d80bc,39,393307,3,0,3,3933,5
3934607ed85,39,393107,3,0,3,3931,5
39346a08c9e,39,393108,3,0,3,3931,5
393473918f7,39,393109,3,0,3,3931,5
393ba428f73,39,393302,3,0,3,3933,5
393bdd61805,39,393308,3,0,3,3933,5
393f544c3b7,39,393401,3,0,3,3934,5
393f544d86c,39,393401,3,0,3,3934,5
393f544d0fe,39,393401,3,0,3,3934,5
23c79aa5dfff,39,393402,3,0,3,3934,5
393f5dd6403,39,393402,3,0,3,3934,5
393f675f4a2,39,393403,3,0,3,3934,5
393f675f6f9,39,393403,3,0,3,3934,5
393f70e8930,39,393404,3,0,3,3934,5
393f7a71ee3,39,393405,3,0,3,3934,5
393f7a72269,39,393405,3,0,3,3934,5
393f83fb56a,39,393406,3,0,3,3934,5
39432a9538e,39,393504,3,0,3,3935,5
3943473157f,39,393507,3,0,3,3935,5
23cc549f6a3f,39,393605,3,0,3,3936,5
23cc608b14ce,39,393607,3,0,3,3936,5
394713f0af3,39,393609,3,0,3,3936,5
394713f0fa4,39,393609,3,0,3,3936,5
23d0fcb6c4de,39,393805,3,0,3,3938,5
394e7dc0eb0,39,393808,3,0,3,3938,5
3955f119ec9,39,394008,3,0,3,3940,5
23d7f8da74c7,39,394105,3,0,3,3941,5
23d7f8dac2e7,39,394105,3,0,3,3941,5
23d7f8daf997,39,394105,3,0,3,3941,5
3959a13d6fc,39,394107,3,0,3,3941,5
395d47d6d53,39,394205,3,0,3,3942,5
3964950c75d,39,394401,3,0,3,3944,5
39649e94ea4,39,394402,3,0,3,3944,5
3964a81f58e,39,394403,3,0,3,3944,5
3964a81fbcc,39,394403,3,0,3,3944,5
3964a8209db,39,394403,3,0,3,3944,5
23df0cd59cf7,39,394409,3,0,3,3944,5
3964eadfb3a,39,394410,3,0,3,3944,5
3964eadf3c6,39,394410,3,0,3,3944,5
39684eb715a,39,394501,3,0,3,3945,5
396c250012e,39,394604,3,0,3,3946,5
39738ed0106,39,394803,3,0,3,3948,5
39738ed0557,39,394803,3,0,3,3948,5
3973b4f6019,39,394807,3,0,3,3948,5
3973b4f6080,39,394807,3,0,3,3948,5
397b022937a,39,395003,3,0,3,3950,5
397b02294a2,39,395003,3,0,3,3950,5
23f189716756,39,395203,3,0,3,3952,5
397b153bdbb,39,395005,3,0,3,3950,5
397b1ec55c9,39,395006,3,0,3,3950,5
397b1ec59b1,39,395006,3,0,3,3950,5
39827f0bf23,39,395204,3,0,3,3952,5
39827582458,39,395203,3,0,3,3952,5
23f18f674c3e,39,395204,3,0,3,3952,5
39827f0bb3e,39,395204,3,0,3,3952,5
3982921edb7,39,395206,3,0,3,3952,5
39861c1c21e,39,395301,3,0,3,3953,5
398638b8732,39,395304,3,0,3,3953,5
39864241bbf,39,395305,3,0,3,3953,5
39865ede192,39,395308,3,0,3,3953,5
23f3fb4ae707,39,395308,3,0,3,3953,5
39866867eb7,39,395309,3,0,3,3953,5
39866867fe6,39,395309,3,0,3,3953,5
3986686804b,39,395309,3,0,3,3953,5
3989e8db7ef,39,395403,3,0,3,3954,5
3989e8dc348,39,395403,3,0,3,3954,5
3989fbee680,39,395405,3,0,3,3954,5
398a22145f9,39,395409,3,0,3,3954,5
39914921f57,39,395601,3,0,3,3956,5
23fad3ac9cf7,39,395602,3,0,3,3956,5
399c9c4d8e4,39,395905,3,0,3,3959,5
3991825a720,39,395607,3,0,3,3956,5
3991956efde,39,395609,3,0,3,3956,5
399502cf31b,39,395701,3,0,3,3957,5
399502cf4a6,39,395701,3,0,3,3957,5
39950c5809d,39,395702,3,0,3,3957,5
3995327d9d8,39,395706,3,0,3,3957,5
23fd458476c6,39,395707,3,0,3,3957,5
23fd4b7a57c7,39,395708,3,0,3,3957,5
3998bc7b420,39,395801,3,0,3,3958,5
3998f5b3b22,39,395807,3,0,3,3958,5
39a042e896b,39,396003,3,0,3,3960,5
39a04c70eba,39,396004,3,0,3,3960,5
39a0690d172,39,396007,3,0,3,3960,5
39a0690d23e,39,396007,3,0,3,3960,5
39a0690e8e3,39,396007,3,0,3,3960,5
39a0690f11b,39,396007,3,0,3,3960,5
39a0690f30c,39,396007,3,0,3,3960,5
39a06910f97,39,396007,3,0,3,3960,5
39a07296e35,39,396008,3,0,3,3960,5
39a07296f63,39,396008,3,0,3,3960,5
39a3f30aa92,39,396102,3,0,3,3961,5
39a7d2dcbd6,39,396206,3,0,3,3962,5
38f135bf601,39,391304,2,0,2,3913,5
394aba8ae92,39,393707,2,0,2,3937,5
39a085ab9b1,39,396010,2,0,2,3960,5
38ffffd595a,39,391701,2,0,2,3917,5
23a72bb90817,39,392009,2,0,2,3920,5
392cd089aae,39,392904,2,0,2,3929,5
3964a81f13b,39,394403,2,0,2,3944,5
3964a81f1a3,39,394403,2,0,2,3944,5
3964bb30795,39,394405,2,0,2,3944,5
3965077bacf,39,394413,2,0,2,3944,5
39738ed0428,39,394803,2,0,2,3948,5
23ef5928f44f,39,395109,2,0,2,3951,5
23f3e3734f7e,39,395304,2,0,2,3953,5
399cc273159,39,395909,2,0,2,3959,5
39a0690e3d2,39,396007,2,0,2,3960,5
237d13339e3f,39,390201,2,0,2,3902,5
38c4781e723,39,390103,2,0,2,3901,5
38c481a7c71,39,390104,2,0,2,3901,5
38c49e442aa,39,390107,2,0,2,3901,5
38c49e44508,39,390107,2,0,2,3901,5
38c81eb9164,39,390201,2,0,2,3902,5
38c8284196f,39,390202,2,0,2,3902,5
38c82841eed,39,390202,2,0,2,3902,5
237d192938ee,39,390202,2,0,2,3902,5
38c831cb569,39,390203,2,0,2,3902,5
237d1f1fa2a7,39,390203,2,0,2,3902,5
38c83b54672,39,390204,2,0,2,3902,5
237d2514cc0f,39,390204,2,0,2,3902,5
38c844de012,39,390205,2,0,2,3902,5
38c844df142,39,390205,2,0,2,3902,5
38c844dfc30,39,390205,2,0,2,3902,5
38d73ea3f3b,39,390607,2,0,2,3906,5
237d3100a57f,39,390206,2,0,2,3902,5
237d31010726,39,390206,2,0,2,3902,5
38cfd4d36cd,39,390408,2,0,2,3904,5
38c857f0b1c,39,390207,2,0,2,3902,5
38c857f0b80,39,390207,2,0,2,3902,5
38c857f0cb3,39,390207,2,0,2,3902,5
237d36f68297,39,390207,2,0,2,3902,5
38c86b0443d,39,390209,2,0,2,3902,5
38e245842d7,39,390903,2,0,2,3909,5
38cbeb77be7,39,390303,2,0,2,3903,5
38cf9211a12,39,390401,2,0,2,3904,5
38cf9b9add3,39,390402,2,0,2,3904,5
38cfa5244b6,39,390403,2,0,2,3904,5
38cfc1c0906,39,390406,2,0,2,3904,5
38cfc1c09c9,39,390406,2,0,2,3904,5
38cfd4d3477,39,390408,2,0,2,3904,5
2381e5041426,39,390408,2,0,2,3904,5
38cfd4d3605,39,390408,2,0,2,3904,5
2381e5043366,39,390408,2,0,2,3904,5
38cfde5cc21,39,390409,2,0,2,3904,5
38d34bbe21e,39,390501,2,0,2,3905,5
38d34bbe3b3,39,390501,2,0,2,3905,5
38d34bbe8c1,39,390501,2,0,2,3905,5
38d34bbe923,39,390501,2,0,2,3905,5
23840f572ee6,39,390501,2,0,2,3905,5
38d7056ac1c,39,390601,2,0,2,3906,5
38d70ef41d5,39,390602,2,0,2,3906,5
38d70ef4364,39,390602,2,0,2,3906,5
38d70ef4623,39,390602,2,0,2,3906,5
38d72b90a08,39,390605,2,0,2,3906,5
38d72b90b9a,39,390605,2,0,2,3906,5
38d73ea32b7,39,390607,2,0,2,3906,5
38d73ea3961,39,390607,2,0,2,3906,5
38d73ea39c1,39,390607,2,0,2,3906,5
23868726649e,39,390607,2,0,2,3906,5
38d73ea3e0d,39,390607,2,0,2,3906,5
38d751b5f5b,39,390609,2,0,2,3906,5
38de824d8f9,39,390802,2,0,2,3908,5
38de95602d7,39,390804,2,0,2,3908,5
38de95608b3,39,390804,2,0,2,3908,5
38de9ee98f2,39,390805,2,0,2,3908,5
238b235214af,39,390805,2,0,2,3908,5
38e23bfa2fa,39,390902,2,0,2,3909,5
238d6b729856,39,390903,2,0,2,3909,5
38e2458452f,39,390903,2,0,2,3909,5
38e24584595,39,390903,2,0,2,3909,5
238d775e4ab7,39,390905,2,0,2,3909,5
38e25896e45,39,390905,2,0,2,3909,5
38e27ebc77e,39,390909,2,0,2,3909,5
38e5ff2fff4,39,391003,2,0,2,3910,5
38e5ff308f0,39,391003,2,0,2,3910,5
38e61242ee3,39,391005,2,0,2,3910,5
38e61bcc3da,39,391006,2,0,2,3910,5
38e61bcc43c,39,391006,2,0,2,3910,5
38e61bcc500,39,391006,2,0,2,3910,5
38e61bcc9b3,39,391006,2,0,2,3910,5
38e62edf90d,39,391008,2,0,2,3910,5
38e9c26638e,39,391104,2,0,2,3911,5
38e9cbef7bc,39,391105,2,0,2,3911,5
38e9e88bb3b,39,391108,2,0,2,3911,5
38e9e88bc63,39,391108,2,0,2,3911,5
38e9f21521c,39,391109,2,0,2,3911,5
38ed69002ea,39,391202,2,0,2,3912,5
38ed7289647,39,391203,2,0,2,3912,5
38ed72896ac,39,391203,2,0,2,3912,5
38ed98af116,39,391207,2,0,2,3912,5
38edabc2067,39,391209,2,0,2,3912,5
38edabc225a,39,391209,2,0,2,3912,5
38f122ae138,39,391302,2,0,2,3913,5
38f13f4a907,39,391305,2,0,2,3913,5
38f12c37cd3,39,391303,2,0,2,3913,5
38f12c38a12,39,391303,2,0,2,3913,5
38f148d242e,39,391306,2,0,2,3913,5
38f1525be35,39,391307,2,0,2,3913,5
38f15be5e77,39,391308,2,0,2,3913,5
38f15be6323,39,391308,2,0,2,3913,5
38f16ef7b70,39,391310,2,0,2,3913,5
38f16ef7e97,39,391310,2,0,2,3913,5
38f5027ecff,39,391406,2,0,2,3914,5
38f1820c044,39,391312,2,0,2,3913,5
38f4d2cfbbc,39,391401,2,0,2,3914,5
38f4d2cfc21,39,391401,2,0,2,3914,5
38f4d2cfc80,39,391401,2,0,2,3914,5
38f4d2d0134,39,391401,2,0,2,3914,5
38f4d2d083b,39,391401,2,0,2,3914,5
38f4d2d0b5b,39,391401,2,0,2,3914,5
38f4d2d1969,39,391401,2,0,2,3914,5
38f4d2d2394,39,391401,2,0,2,3914,5
38f4dc59a07,39,391402,2,0,2,3914,5
38f4e5e3fc7,39,391403,2,0,2,3914,5
38f4ef6c57a,39,391404,2,0,2,3914,5
38f4ef6ce78,39,391404,2,0,2,3914,5
239915a4184f,39,391404,2,0,2,3914,5
239915a42bd7,39,391404,2,0,2,3914,5
38f4ef6d389,39,391404,2,0,2,3914,5
38f5027ee2e,39,391406,2,0,2,3914,5
38f5027f022,39,391406,2,0,2,3914,5
38f5027fb0e,39,391406,2,0,2,3914,5
38f51f1afbf,39,391409,2,0,2,3914,5
38f51f1b850,39,391409,2,0,2,3914,5
38f89605bd8,39,391502,2,0,2,3915,5
38f89605d68,39,391502,2,0,2,3915,5
38f896071b7,39,391502,2,0,2,3915,5
38f89f901f2,39,391503,2,0,2,3915,5
38f89f902ba,39,391503,2,0,2,3915,5
38f8a918a62,39,391504,2,0,2,3915,5
38f8cf3e7eb,39,391508,2,0,2,3915,5
38fc4629f5b,39,391601,2,0,2,3916,5
38fc462a7f1,39,391601,2,0,2,3916,5
38fc462ad6e,39,391601,2,0,2,3916,5
38fc462b08a,39,391601,2,0,2,3916,5
38fc4fb33e3,39,391602,2,0,2,3916,5
38fc593cb2e,39,391603,2,0,2,3916,5
38fc593ccc0,39,391603,2,0,2,3916,5
38fc88eb3dc,39,391608,2,0,2,3916,5
38fc9274a61,39,391609,2,0,2,3916,5
390012e8fb9,39,391703,2,0,2,3917,5
39001c71d9d,39,391704,2,0,2,3917,5
39001c7205f,39,391704,2,0,2,3917,5
390025fb8cf,39,391705,2,0,2,3917,5
39002f84ee9,39,391706,2,0,2,3917,5
23a01db3576f,39,391706,2,0,2,3917,5
39002f855f6,39,391706,2,0,2,3917,5
39002f85913,39,391706,2,0,2,3917,5
23a023a90d77,39,391707,2,0,2,3917,5
3900390ea17,39,391707,2,0,2,3917,5
3900390ec0d,39,391707,2,0,2,3917,5
39004297866,39,391708,2,0,2,3917,5
39004297cb6,39,391708,2,0,2,3917,5
39004c20d5a,39,391709,2,0,2,3917,5
39004c21651,39,391709,2,0,2,3917,5
39004c217e6,39,391709,2,0,2,3917,5
39004c21d56,39,391709,2,0,2,3917,5
39004c223ff,39,391709,2,0,2,3917,5
3903e93149f,39,391806,2,0,2,3918,5
3903fc440d3,39,391808,2,0,2,3918,5
390405cd757,39,391809,2,0,2,3918,5
390b2cdbdf8,39,392001,2,0,2,3920,5
390b366502f,39,392002,2,0,2,3920,5
390b366566b,39,392002,2,0,2,3920,5
390b36656d6,39,392002,2,0,2,3920,5
390b36659f4,39,392002,2,0,2,3920,5
390b3666228,39,392002,2,0,2,3920,5
390b366679d,39,392002,2,0,2,3920,5
390b3fee841,39,392003,2,0,2,3920,5
390b3fef64d,39,392003,2,0,2,3920,5
390b4978c02,39,392004,2,0,2,3920,5
390b4979ae2,39,392004,2,0,2,3920,5
390b4979b4d,39,392004,2,0,2,3920,5
390b4979d9c,39,392004,2,0,2,3920,5
390b4979e00,39,392004,2,0,2,3920,5
39166cf4704,39,392303,2,0,2,3923,5
390b497a7bf,39,392004,2,0,2,3920,5
390b5301d11,39,392005,2,0,2,3920,5
23a713e187fe,39,392005,2,0,2,3920,5
390b5302992,39,392005,2,0,2,3920,5
390b5302d14,39,392005,2,0,2,3920,5
390b5c8ae78,39,392006,2,0,2,3920,5
23a719d749be,39,392006,2,0,2,3920,5
390b6613e5b,39,392007,2,0,2,3920,5
390b6f9df60,39,392008,2,0,2,3920,5
390b7926bbf,39,392009,2,0,2,3920,5
390b7926f43,39,392009,2,0,2,3920,5
23a72bb8aa57,39,392009,2,0,2,3920,5
390b7928647,39,392009,2,0,2,3920,5
23a72bb94a7e,39,392009,2,0,2,3920,5
390b792896b,39,392009,2,0,2,3920,5
390b82b0ad4,39,392010,2,0,2,3920,5
390b82b194b,39,392010,2,0,2,3920,5
390b82b2883,39,392010,2,0,2,3920,5
390b8c398b8,39,392011,2,0,2,3920,5
23a737a3fb0e,39,392011,2,0,2,3920,5
390b95c4712,39,392012,2,0,2,3920,5
390b9f4c940,39,392013,2,0,2,3920,5
390b9f4cf16,39,392013,2,0,2,3920,5
390b9f4da6b,39,392013,2,0,2,3920,5
390ba8d60e8,39,392014,2,0,2,3920,5
23a74985f3fe,39,392014,2,0,2,3920,5
23a74985fbcf,39,392014,2,0,2,3920,5
390bb25f1f3,39,392015,2,0,2,3920,5
390bb25f387,39,392015,2,0,2,3920,5
390bb25f95b,39,392015,2,0,2,3920,5
390ee688737,39,392101,2,0,2,3921,5
390ee6887f8,39,392101,2,0,2,3921,5
390ee688c45,39,392101,2,0,2,3921,5
392199f9ff6,39,392603,2,0,2,3926,5
390f1637558,39,392106,2,0,2,3921,5
390f1fc0f62,39,392107,2,0,2,3921,5
390f294a197,39,392108,2,0,2,3921,5
3912a9be23d,39,392202,2,0,2,3922,5
3912d96d1f0,39,392207,2,0,2,3922,5
391659e1a6f,39,392301,2,0,2,3923,5
3916636ae33,39,392302,2,0,2,3923,5
3916636b277,39,392302,2,0,2,3923,5
39166cf476f,39,392303,3,1,2,3923,5
23ae0a0e8bc7,39,392304,2,0,2,3923,5
23ae0a0ebaa6,39,392304,3,1,2,3923,5
3.92E+304,39,392304,3,1,2,3923,5
39168007082,39,392305,2,0,2,3923,5
23ae1bf03e67,39,392307,2,0,2,3923,5
3916a62cd3e,39,392309,3,1,2,3923,5
391a4cc67ea,39,392407,2,0,2,3924,5
391df360a63,39,392505,2,0,2,3925,5
391df360c56,39,392505,2,0,2,3925,5
391df360d82,39,392505,2,0,2,3925,5
3921ad0cf4d,39,392605,2,0,2,3926,5
391e1985e7e,39,392509,2,0,2,3925,5
23b523ff893f,39,392609,2,0,2,3926,5
392553a6b1e,39,392703,3,1,2,3927,5
39255d301ff,39,392704,2,0,2,3927,5
39255d30263,39,392704,2,0,2,3927,5
392579cc581,39,392707,2,0,2,3927,5
392cbd7689d,39,392902,2,0,2,3929,5
23bbfc6054cf,39,392903,2,0,2,3929,5
392cd089988,39,392904,2,0,2,3929,5
392cda12db2,39,392905,2,0,2,3929,5
392cda12f3e,39,392905,2,0,2,3929,5
392ce39c304,39,392906,2,0,2,3929,5
392ce39c689,39,392906,2,0,2,3929,5
392ced25ab0,39,392907,2,0,2,3929,5
23bc14378e97,39,392907,2,0,2,3929,5
392ced25bdf,39,392907,2,0,2,3929,5
23bc1a2d831e,39,392908,2,0,2,3929,5
392cf6af70a,39,392908,2,0,2,3929,5
392d00385be,39,392909,2,0,2,3929,5
393427468de,39,393101,2,0,2,3931,5
3934274693c,39,393101,2,0,2,3931,5
393443e2871,39,393104,2,0,2,3931,5
23c0b65990ee,39,393106,2,0,2,3931,5
393456f5d44,39,393106,2,0,2,3931,5
393810a1fda,39,393206,2,0,2,3932,5
393be6ead5a,39,393309,2,0,2,3933,5
393f675f9b4,39,393403,2,0,2,3934,5
393f675fa7f,39,393403,2,0,2,3934,5
3943210bc48,39,393503,2,0,2,3935,5
3943210c3b3,39,393503,2,0,2,3935,5
394347317db,39,393507,2,0,2,3935,5
39435a44414,39,393509,2,0,2,3935,5
3946d12ee37,39,393602,2,0,2,3936,5
3946dab864c,39,393603,2,0,2,3936,5
3946e441a6f,39,393604,2,0,2,3936,5
3946edcb2e8,39,393605,2,0,2,3936,5
394a81523aa,39,393701,2,0,2,3937,5
23cc608b5f06,39,393607,2,0,2,3936,5
395984a10c3,39,394104,2,0,2,3941,5
394713f0bbc,39,393609,2,0,2,3936,5
394713f0c7e,39,393609,2,0,2,3936,5
394713f0db2,39,393609,2,0,2,3936,5
394713f1260,39,393609,2,0,2,3936,5
394a9464eba,39,393703,2,0,2,3937,5
394a946574f,39,393703,2,0,2,3937,5
394a9dee664,39,393704,2,0,2,3937,5
394a9dee85a,39,393704,2,0,2,3937,5
394aa777d4c,39,393705,2,0,2,3937,5
394aa77825b,39,393705,2,0,2,3937,5
394ab1014f2,39,393706,2,0,2,3937,5
394ab1015bf,39,393706,2,0,2,3937,5
394aba8ac3b,39,393707,2,0,2,3937,5
394ac414001,39,393708,2,0,2,3937,5
23ceba8c83df,39,393708,2,0,2,3937,5
394ac41412d,39,393708,2,0,2,3937,5
394acd9db95,39,393709,2,0,2,3937,5
394acd9de50,39,393709,2,0,2,3937,5
23d35cae7e67,39,393907,2,0,2,3939,5
3960db5e26f,39,394301,2,0,2,3943,5
3960db5e2cf,39,394301,2,0,2,3943,5
394e6aadb75,39,393806,2,0,2,3938,5
394e6aae1b7,39,393806,2,0,2,3938,5
394e6aae279,39,393806,2,0,2,3938,5
23d108a2773f,39,393807,2,0,2,3938,5
3951f4ab682,39,393901,2,0,2,3939,5
3951f4ab746,39,393901,2,0,2,3939,5
3952245a82f,39,393906,2,0,2,3939,5
39522de3d82,39,393907,2,0,2,3939,5
39522de3f7b,39,393907,2,0,2,3939,5
23d35cae9da6,39,393907,2,0,2,3939,5
3955ae58272,39,394001,2,0,2,3940,5
23d598e31517,39,394003,2,0,2,3940,5
3955c16b812,39,394003,2,0,2,3940,5
3955f119d36,39,394008,2,0,2,3940,5
39596804f98,39,394101,2,0,2,3941,5
39597b17f50,39,394103,2,0,2,3941,5
395984a0f30,39,394104,2,0,2,3941,5
39598e2b039,39,394105,3,1,2,3941,5
39598e2beb2,39,394105,2,0,2,3941,5
23d804c659ef,39,394107,2,0,2,3941,5
395d2b3a9db,39,394202,2,0,2,3942,5
395d47d6dbd,39,394205,2,0,2,3942,5
3960db5df4c,39,394301,2,0,2,3943,5
3960db5e1a5,39,394301,2,0,2,3943,5
3960e4e77bd,39,394302,2,0,2,3943,5
3960e4e7d9e,39,394302,2,0,2,3943,5
3960ee714e4,39,394303,2,0,2,3943,5
3960ee717a1,39,394303,2,0,2,3943,5
3960f7fa970,39,394304,2,0,2,3943,5
3960f7fa9d0,39,394304,2,0,2,3943,5
3960f7faa36,39,394304,2,0,2,3943,5
23dc9afcd0f6,39,394304,2,0,2,3943,5
23dc9afcd4df,39,394304,2,0,2,3943,5
23dcacddfec7,39,394307,2,0,2,3943,5
39611496522,39,394307,2,0,2,3943,5
39611e202ab,39,394308,2,0,2,3943,5
396127a979a,39,394309,2,0,2,3943,5
3964950ac07,39,394401,2,0,2,3944,5
3964950ae60,39,394401,2,0,2,3944,5
3964950af86,39,394401,2,0,2,3944,5
3964950bfee,39,394401,2,0,2,3944,5
23dedd27d546,39,394401,2,0,2,3944,5
39649e93d73,39,394402,2,0,2,3944,5
23dee31c79de,39,394402,2,0,2,3944,5
39649e94159,39,394402,2,0,2,3944,5
39649e941bc,39,394402,2,0,2,3944,5
39649e948c9,39,394402,2,0,2,3944,5
23dee31d6057,39,394402,2,0,2,3944,5
3964a81dc8e,39,394403,2,0,2,3944,5
3964bb308c5,39,394405,2,0,2,3944,5
3964c4ba2c6,39,394406,2,0,2,3944,5
3964ce4336d,39,394407,2,0,2,3944,5
3964ce43494,39,394407,2,0,2,3944,5
3964ce43ebb,39,394407,2,0,2,3944,5
3964d7ccb1a,39,394408,2,0,2,3944,5
23df06e011e7,39,394408,2,0,2,3944,5
3964d7e4efe,39,394408,2,0,2,3944,5
3964d7e51b6,39,394408,2,0,2,3944,5
3964d7e5216,39,394408,2,0,2,3944,5
3964d7e566a,39,394408,2,0,2,3944,5
3964e155af0,39,394409,2,0,2,3944,5
3964e155bba,39,394409,2,0,2,3944,5
3964e15706c,39,394409,2,0,2,3944,5
3964e157a35,39,394409,2,0,2,3944,5
3964e157e7b,39,394409,2,0,2,3944,5
3964e15990d,39,394409,2,0,2,3944,5
3964eadf2a1,39,394410,2,0,2,3944,5
3964eadfa0a,39,394410,2,0,2,3944,5
3964eae13d7,39,394410,2,0,2,3944,5
3964eae19b0,39,394410,2,0,2,3944,5
23df12cd3b46,39,394410,2,0,2,3944,5
3964eae2053,39,394410,2,0,2,3944,5
3964eae518e,39,394410,2,0,2,3944,5
3964eae5381,39,394410,2,0,2,3944,5
3964eae5d47,39,394410,2,0,2,3944,5
3964f468b14,39,394411,2,0,2,3944,5
3964f468b77,39,394411,2,0,2,3944,5
3964f468c3a,39,394411,2,0,2,3944,5
3964f468d0a,39,394411,2,0,2,3944,5
3964f468d6f,39,394411,2,0,2,3944,5
3964f468e2e,39,394411,2,0,2,3944,5
3964f469a4f,39,394411,2,0,2,3944,5
3964f46a221,39,394411,2,0,2,3944,5
3964f46acae,39,394411,2,0,2,3944,5
3964f46c353,39,394411,2,0,2,3944,5
3964f46c990,39,394411,2,0,2,3944,5
3964fdf3e1a,39,394412,2,0,2,3944,5
23df1eb870a7,39,394412,2,0,2,3944,5
3964fdf3ee2,39,394412,2,0,2,3944,5
3964fdf4969,39,394412,2,0,2,3944,5
3964fdf59d1,39,394412,2,0,2,3944,5
23df24ad4036,39,394413,2,0,2,3944,5
23df24ad5f76,39,394413,2,0,2,3944,5
23df24ae51a7,39,394413,2,0,2,3944,5
23df24afdc2e,39,394413,2,0,2,3944,5
3965077fff4,39,394413,2,0,2,3944,5
396507808eb,39,394413,2,0,2,3944,5
398625a58a3,39,395302,2,0,2,3953,5
396861c9f83,39,394503,2,0,2,3945,5
39686b53474,39,394504,2,0,2,3945,5
23e1431427af,39,394504,2,0,2,3945,5
396874dcc84,39,394505,2,0,2,3945,5
3.97E+77,39,394508,2,0,2,3945,5
396c0863bbf,39,394601,2,0,2,3946,5
396c11ed1d5,39,394602,2,0,2,3946,5
